Age,Nationality1,Nationality2,Locality,Special Need,Support,Student Type,Profession,Professional Situation,Professional Group,Mother's Profession,Mother's Habilitation,Mother's Professional Situation,Mother's Professional Group,Father's Profession,Father's Habilitation,Father's Professional Group,Father's Professional Situation,Academic Year,Course,Faculty,Scholarship,Admission,Status,DGES Info,Admission Category,Admission Grade
31,Portugal,Unknown,MONCARAPACHO,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Trabalhador por conta de outrem,Trabalhadores não qualificados,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Operadores de instalações e máquinas e trabalhadores da montagem,Trabalhador por conta de outrem,200910,EDUCAÇÃO SOCIAL - Regime Pós-Laboral (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,128
30,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,"Trabalhadores qualificados da indústria, construção e artífices",Trabalhador por conta de outrem,200910,EDUCAÇÃO SOCIAL - Regime Pós-Laboral (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,115
36,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,Técnicos e profissões de nível intermédio,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Reformado,Trabalhadores não qualificados,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Operadores de instalações e máquinas e trabalhadores da montagem,Reformado,200910,EDUCAÇÃO SOCIAL - Regime Pós-Laboral (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,119
28,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,Pessoal administrativo,Unknown,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,Desempregado,Unknown,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Unknown,Reformado,200910,EDUCAÇÃO SOCIAL - Regime Pós-Laboral (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,120
26,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,Pessoal administrativo,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Trabalhador por conta própria como isolado,"Trabalhadores qualificados da indústria, construção e artífices",Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,"Trabalhadores qualificados da indústria, construção e artífices",Trabalhador por conta própria como isolado,200910,ASSESSORIA DE ADMINISTRAÇÃO - Regime Noturno (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,156
20,Portugal,Unknown,PORTIMÃO,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino secundário - 12.º  ou equivalente,Trabalhador por conta de outrem,Trabalhadores não qualificados,Unknown,Ensino secundário - 12.º  ou equivalente,"Trabalhadores qualificados da indústria, construção e artífices",Desempregado,200910,ASSESSORIA DE ADMINISTRAÇÃO - Regime Noturno (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,127
18,Portugal,Unknown,TUNES,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhador por conta de outrem,Pessoal administrativo,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Unknown,Reformado,200910,ASSESSORIA DE ADMINISTRAÇÃO - Regime Noturno (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",Atribuída (Outras Instituições),FASE 1,0,1 - Concurso nacional de acesso,Unknown,140
19,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,Outra situação,Unknown,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Técnicos e profissões de nível intermédio,Trabalhador por conta de outrem,200910,ASSESSORIA DE ADMINISTRAÇÃO - Regime Noturno (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,120
25,Portugal,Unknown,SÃO BRÁS DE ALPORTEL,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,Outra situação,Outra situação,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,"Trabalhadores qualificados da indústria, construção e artífices",Outra situação,200910,ASSESSORIA DE ADMINISTRAÇÃO - Regime Noturno (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,97
29,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,Técnicos e profissões de nível intermédio,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Reformado,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Não disponível,Não disponível,Não disponível,200910,ASSESSORIA DE ADMINISTRAÇÃO - Regime Noturno (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,141
21,Portugal,Unknown,MONCARAPACHO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino secundário - 12.º  ou equivalente,Trabalhador por conta de outrem,Pessoal administrativo,Unknown,Ensino secundário - 12.º  ou equivalente,"Trabalhadores qualificados da indústria, construção e artífices",Trabalhador por conta de outrem,200910,ASSESSORIA DE ADMINISTRAÇÃO - Regime Noturno (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,134
27,Portugal,Unknown,QUARTEIRA,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino superior - licenciatura,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino superior - licenciatura,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Trabalhador por conta de outrem,200910,ASSESSORIA DE ADMINISTRAÇÃO - Regime Noturno (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,179
31,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,Operadores de instalações e máquinas e trabalhadores da montagem,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Doméstico,Outra situação,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Técnicos e profissões de nível intermédio,Reformado,200910,ASSESSORIA DE ADMINISTRAÇÃO - Regime Noturno (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,130
28,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,Outra situação,Unknown,Ensino secundário - 12.º  ou equivalente,Doméstico,Trabalhadores não qualificados,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,"Trabalhadores qualificados da indústria, construção e artífices",Desempregado,200910,ASSESSORIA DE ADMINISTRAÇÃO - Regime Noturno (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,123
19,Portugal,Unknown,ODIÁXERE,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino secundário - 12.º  ou equivalente,Desempregado,Trabalhadores não qualificados,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,"Trabalhadores qualificados da indústria, construção e artífices",Trabalhador por conta de outrem,200910,ASSESSORIA DE ADMINISTRAÇÃO - Regime Noturno (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,127
31,Portugal,Unknown,ALMANCIL,No,No,Estudante a Tempo Inteiro,Unknown,Desempregado,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Doméstico,Outra situação,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,"Agricultores e trabalhadores qualificados da agricultura, da pesca e da floresta",Trabalhador por conta própria como isolado,200910,ASSESSORIA DE ADMINISTRAÇÃO - Regime Noturno (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,Reingresso,0,14 - Reingresso,Unknown,110
44,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,Pessoal administrativo,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Doméstico,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Operadores de instalações e máquinas e trabalhadores da montagem,Trabalhador por conta própria como isolado,200910,ASSESSORIA DE ADMINISTRAÇÃO - Regime Noturno (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,143
19,Portugal,Unknown,LAGOS,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,"Trabalhadores qualificados da indústria, construção e artífices",Trabalhador por conta de outrem,200910,ASSESSORIA DE ADMINISTRAÇÃO - Regime Noturno (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,12
20,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Doméstico,Outra situação,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Reformado,200910,ASSESSORIA DE ADMINISTRAÇÃO - Regime Noturno (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,120
20,Reino Unido,Unknown,QUARTEIRA,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,Pessoal administrativo,Unknown,Ensino secundário - 12.º  ou equivalente,Desempregado,Unknown,Unknown,Ensino superior - licenciatura,"Representantes do poder legislativo e de órgãos executivos, dirigentes, directores e gestores executivos",Trabalhador por conta de outrem,200910,ASSESSORIA DE ADMINISTRAÇÃO - Regime Noturno (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,130
20,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,Pessoal administrativo,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Desempregado,Outra situação,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Outra situação,Trabalhador por conta de outrem,200910,ASSESSORIA DE ADMINISTRAÇÃO - Regime Noturno (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,144
20,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Trabalhador por conta de outrem,200910,ASSESSORIA DE ADMINISTRAÇÃO - Regime Noturno (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,118
24,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,Doméstico,Outra situação,Unknown,Unknown,Unknown,Unknown,200910,ASSESSORIA DE ADMINISTRAÇÃO - Regime Noturno (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",Atribuída (Outras Instituições),FASE 1,0,1 - Concurso nacional de acesso,Unknown,116
33,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,Pessoal administrativo,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Doméstico,Trabalhadores não qualificados,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Outra situação,Trabalhador por conta própria como isolado,200910,ASSESSORIA DE ADMINISTRAÇÃO - Regime Noturno (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,124
27,Portugal,Unknown,VILA NOVA DE SANTO ANDRÉ,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,"Representantes do poder legislativo e de órgãos executivos, dirigentes, directores e gestores executivos",Trabalhador por conta própria como isolado,200910,ASSESSORIA DE ADMINISTRAÇÃO - Regime Noturno (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,115
18,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino superior - bacharelato,Trabalhador por conta de outrem,Especialistas das atividades intelectuais e científicas,Unknown,Ensino superior - bacharelato,Especialistas das atividades intelectuais e científicas,Trabalhador por conta de outrem,200910,GESTÃO (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,160
18,Portugal,Unknown,FERREIRAS,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,"Trabalhadores qualificados da indústria, construção e artífices",Trabalhador por conta de outrem,200910,GESTÃO (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",Atribuída (Outras Instituições),FASE 1,0,1 - Concurso nacional de acesso,Unknown,140
21,Portugal,Unknown,FERREIRA DO ALENTEJO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Pessoal administrativo,Unknown,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,"Aluno, estudante",Outra situação,Unknown,Não disponível,Outra situação,Outra situação,200910,GESTÃO (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,130
18,Portugal,Unknown,S MARTINHO DAS AMOREIRAS,No,No,Estudante a Tempo Inteiro,Outra situação,Trabalhador por conta de outrem,"Especialistas em finanças, contabilidade, organização administrativa, relações públicas e comerciais ",Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhador por conta de outrem,"Empregados de escritório, secretários em geral e operadores de processamento de dados ",Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Pessoal de apoio directo a clientes ,Trabalhador por conta própria como empregador,200910,GESTÃO (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,138
18,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino superior - licenciatura,Trabalhador por conta de outrem,"Representantes do poder legislativo e de órgãos executivos, dirigentes, directores e gestores executivos",Unknown,Ensino secundário - 12.º  ou equivalente,Técnicos e profissões de nível intermédio,Trabalhador por conta de outrem,200910,GESTÃO (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,138
18,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino secundário - 12.º  ou equivalente,Trabalhador por conta de outrem,Pessoal administrativo,Unknown,Ensino secundário - 12.º  ou equivalente,"Trabalhadores qualificados da indústria, construção e artífices",Trabalhador por conta de outrem,200910,GESTÃO (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,150
18,Portugal,Unknown,ALBUFEIRA,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino secundário - 12.º  ou equivalente,Trabalhador por conta de outrem,Pessoal administrativo,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Pessoal administrativo,Trabalhador por conta de outrem,200910,GESTÃO (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",Atribuída (Outras Instituições),FASE 1,0,1 - Concurso nacional de acesso,Unknown,146
18,Portugal,Unknown,PORTIMÃO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhador familiar não remunerado,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Pessoal administrativo,Trabalhador por conta de outrem,200910,GESTÃO (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,176
18,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino médio,Trabalhador por conta de outrem,Pessoal administrativo,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Trabalhador por conta de outrem,200910,GESTÃO (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,181
19,Portugal,Unknown,LOULÉ,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Outra situação,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Sabe ler sem possuir o 4.º ano de escolaridade ,Técnicos e profissões de nível intermédio,Outra situação,200910,GESTÃO (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,140
19,Portugal,Unknown,AMEIXIAL,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino secundário - 12.º  ou equivalente,Trabalhador por conta de outrem,Pessoal administrativo,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Operadores de instalações e máquinas e trabalhadores da montagem,Trabalhador por conta de outrem,200910,GESTÃO (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",Atribuída (Outras Instituições),FASE 1,0,1 - Concurso nacional de acesso,Unknown,160
18,Portugal,Unknown,PADERNE ABF,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,Trabalhador por conta de outrem,Trabalhadores não qualificados,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Trabalhadores não qualificados,Trabalhador por conta própria como isolado,200910,GESTÃO (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,140
18,Portugal,Unknown,LOULÉ,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,"Trabalhadores qualificados da indústria, construção e artífices",Trabalhador por conta de outrem,200910,GESTÃO (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,146
18,Portugal,Unknown,CABANAS DE TAVIRA,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhador por conta de outrem,Outra situação,Unknown,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,Outra situação,Trabalhador por conta de outrem,200910,GESTÃO (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",Atribuída (Outras Instituições),FASE 1,0,1 - Concurso nacional de acesso,Unknown,134
18,Portugal,Unknown,SÃO BRÁS DE ALPORTEL,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,Trabalhador por conta de outrem,Trabalhadores não qualificados,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Trabalhadores não qualificados,Trabalhador por conta de outrem,200910,GESTÃO (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,138
18,Portugal,Unknown,FERREIRAS,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Unknown,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,"Agricultores e trabalhadores qualificados da agricultura, da pesca e da floresta",Trabalhador por conta de outrem,200910,GESTÃO (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,150
19,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Desempregado,"Agricultores e trabalhadores qualificados da agricultura, da pesca e da floresta",Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,"Trabalhadores qualificados da indústria, construção e artífices",Trabalhador por conta própria como isolado,200910,GESTÃO (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",Atribuída (Outras Instituições),FASE 1,0,1 - Concurso nacional de acesso,Unknown,147
22,Portugal,Unknown,ESTREITO DA CALHETA,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Trabalhador por conta de outrem,Pessoal administrativo,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,"Representantes do poder legislativo e de órgãos executivos, dirigentes, directores e gestores executivos",Trabalhador por conta própria como isolado,200910,GESTÃO (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,139
19,"Moldova, República de",Unknown,PORTIMÃO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino superior - licenciatura,Trabalhador por conta de outrem,Trabalhadores não qualificados,Unknown,Ensino superior - licenciatura,"Trabalhadores qualificados da indústria, construção e artífices",Trabalhador por conta de outrem,200910,GESTÃO (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,114
19,"Moldova, República de",Unknown,PORTIMÃO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino superior - licenciatura,Trabalhador por conta de outrem,Trabalhadores não qualificados,Unknown,Ensino superior - licenciatura,"Trabalhadores qualificados da indústria, construção e artífices",Trabalhador por conta de outrem,200910,GESTÃO (1.º ciclo) - Portimão,"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 3,0,1 - Concurso nacional de acesso,Unknown,133
18,Portugal,Unknown,FERREIRAS,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,Desempregado,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,"Representantes do poder legislativo e de órgãos executivos, dirigentes, directores e gestores executivos",Trabalhador por conta própria como isolado,200910,GESTÃO (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,134
18,Portugal,Unknown,PORTIMÃO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Operadores de instalações e máquinas e trabalhadores da montagem,Desempregado,200910,GESTÃO (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,145
18,Portugal,Unknown,LOULÉ,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,"Trabalhadores qualificados da indústria, construção e artífices",Trabalhador por conta de outrem,200910,GESTÃO (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",Atribuída (Outras Instituições),FASE 1,0,1 - Concurso nacional de acesso,Unknown,176
