Age,Nationality1,Nationality2,Locality,Special Need,Support,Student Type,Profession,Professional Situation,Professional Group,Mother's Profession,Mother's Habilitation,Mother's Professional Situation,Mother's Professional Group,Father's Profession,Father's Habilitation,Father's Professional Group,Father's Professional Situation,Academic Year,Course,Faculty,Scholarship,Admission,Status,DGES Info,Admission Category,Admission Grade
17,Portugal,Unknown,COIMBRA,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Tradutor,Ensino superior - licenciatura,Doméstico,Especialistas das atividades intelectuais e científicas,Bioquímico,Ensino superior - mestrado,Especialistas das atividades intelectuais e científicas,Reformado,201516,EDUCAÇÃO SOCIAL (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,143.1
18,Portugal,Unknown,ÉVORA,No,No,Estudante a Tempo Inteiro,Unknown,Outra situação,Outra situação,Unknown,Ensino superior - licenciatura,Trabalhador por conta de outrem,Especialistas das atividades intelectuais e científicas,Outros Cozinheiros e Trabalhadores Similares,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Trabalhador por conta própria como empregador,201516,DESIGN DE COMUNICAÇÃO (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,124.7
19,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Ajudante de Cozinha,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,Desempregado,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Sabe ler sem possuir o 4.º ano de escolaridade ,Outra situação,Não disponível,201516,CIÊNCIAS DA COMUNICAÇÃO (1.º ciclo),Escola Superior de Educação e Comunicação,Recebida (SAS),FASE 1,0,1 - Concurso nacional de acesso,Unknown,146.4
19,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Contínuo (Auxiliar de Apoio Administrativo),Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhador por conta de outrem,Trabalhadores não qualificados,Outros Agentes de Policia,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Trabalhador por conta de outrem,201516,EDUCAÇÃO SOCIAL (1.º ciclo),Escola Superior de Educação e Comunicação,Recebida (SAS),FASE 1,0,1 - Concurso nacional de acesso,Unknown,136.9
19,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,Pessoal administrativo,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhador por conta de outrem,Especialistas das atividades intelectuais e científicas,Unknown,Ensino secundário - 12.º  ou equivalente,Pessoal administrativo,Trabalhador por conta de outrem,201516,EDUCAÇÃO SOCIAL (1.º ciclo),Escola Superior de Educação e Comunicação,Recusada,FASE 1,0,1 - Concurso nacional de acesso,Unknown,112.2
18,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,Trabalhador por conta de outrem,Outra situação,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Outra situação,Trabalhador por conta de outrem,201516,EDUCAÇÃO BÁSICA (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,113.10000000000001
19,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Outra situação,Outra situação,Unknown,Ensino secundário - 12.º  ou equivalente,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino secundário - 12.º  ou equivalente,Outra situação,Trabalhador por conta de outrem,201516,EDUCAÇÃO BÁSICA (1.º ciclo),Escola Superior de Educação e Comunicação,Recebida (SAS),FASE 1,0,1 - Concurso nacional de acesso,Unknown,124.4
20,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Outra situação,"Aluno, estudante",Unknown,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Desempregado,Outra situação,Outros Técnicos de Engenharia Civil,Ensino superior - bacharelato,Técnicos e profissões de nível intermédio,Trabalhador por conta de outrem,201516,CIÊNCIAS DA COMUNICAÇÃO (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,133.5
20,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Técnico de Óptica Ocular,Trabalhador por conta de outrem,Técnicos e profissões de nível intermédio,Professor do Ensino Vocacional Artístico,Ensino superior - licenciatura,Trabalhador por conta de outrem,Especialistas das atividades intelectuais e científicas,Trabalhador Agrícola (Trabalhador Rural),Ensino básico 3.º ciclo - 9.º ano de escolaridade ,"Agricultores e trabalhadores qualificados da agricultura, da pesca e da floresta",Trabalhador por conta de outrem,201516,EDUCAÇÃO SOCIAL - Regime Pós-Laboral (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,132.3
19,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhador por conta de outrem,Pessoal administrativo,Unknown,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,Outra situação,Reformado,201516,DESIGN DE COMUNICAÇÃO (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,134.9
18,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Outra situação,"Aluno, estudante",Não sabe,Outra situação,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhador por conta própria como empregador,Não sabe,Outra situação,Ensino secundário - 12.º  ou equivalente,Não sabe,Trabalhador por conta de outrem,201516,DESIGN DE COMUNICAÇÃO (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,124.60000000000001
18,Portugal,Unknown,PADERNE ABF,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino superior - licenciatura,Trabalhador por conta de outrem,Especialistas das atividades intelectuais e científicas,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Outra situação,Trabalhador por conta de outrem,201516,IMAGEM ANIMADA (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,140.5
18,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Outra situação,Outra situação,Unknown,Ensino superior - licenciatura,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Escriturário do Serviço de Pessoal,Ensino superior - licenciatura,Pessoal administrativo,Trabalhador por conta de outrem,201516,DESIGN DE COMUNICAÇÃO (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,118.4
19,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino secundário - 12.º  ou equivalente,Doméstico,Trabalhadores não qualificados,Unknown,Ensino secundário - 12.º  ou equivalente,Técnicos e profissões de nível intermédio,Trabalhador por conta própria como empregador,201516,CIÊNCIAS DA COMUNICAÇÃO (1.º ciclo),Escola Superior de Educação e Comunicação,Recusada,FASE 1,0,1 - Concurso nacional de acesso,Unknown,139.20000000000002
20,Portugal,Unknown,FARO,No,No,Estudante a Tempo Parcial,Unknown,Desempregado,Outra situação,Secretário Geral,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhador por conta de outrem,"Representantes do poder legislativo e de órgãos executivos, dirigentes, directores e gestores executivos",Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Operadores de instalações e máquinas e trabalhadores da montagem,Trabalhador por conta de outrem,201516,DESIGN DE COMUNICAÇÃO (1.º ciclo),Escola Superior de Educação e Comunicação,Recusada,FASE 1,0,1 - Concurso nacional de acesso,Unknown,114.9
22,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Inteiro,Unknown,Desempregado,Outra situação,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhador por conta própria como isolado,Outra situação,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Outra situação,Trabalhador por conta própria como empregador,201516,IMAGEM ANIMADA (1.º ciclo),Escola Superior de Educação e Comunicação,Recebida (SAS),FASE 1,0,1 - Concurso nacional de acesso,Unknown,108.60000000000001
18,Portugal,Unknown,ALMANCIL,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Doméstico,Outra situação,Unknown,Pós-secundário curso especialização tecnológica,Outra situação,Trabalhador por conta própria como empregador,201516,DESIGN DE COMUNICAÇÃO (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,136.9
18,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Inspector das Actividades Económicas,Ensino superior - doutoramento,Trabalhador por conta de outrem,Técnicos e profissões de nível intermédio,Outros Directores e Gerentes da Construção Civil,Ensino secundário - 12.º  ou equivalente,"Representantes do poder legislativo e de órgãos executivos, dirigentes, directores e gestores executivos",Trabalhador por conta própria como empregador,201516,DESIGN DE COMUNICAÇÃO (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,128.4
19,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Inteiro,Unknown,Outra situação,Alunos com grupo profissional para corrigir,Unknown,Ensino secundário - 12.º  ou equivalente,Trabalhador por conta de outrem,Outra situação,Unknown,Ensino secundário - 12.º  ou equivalente,Outra situação,Trabalhador por conta própria como empregador,201516,DESPORTO (1.º ciclo),Escola Superior de Educação e Comunicação,Recusada,FASE 1,0,1 - Concurso nacional de acesso,Unknown,128.8
18,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino superior - licenciatura,Trabalhador por conta de outrem,Especialistas das atividades intelectuais e científicas,Outros Caixas de Estabelecimentos Bancários,Ensino superior - licenciatura,Pessoal administrativo,Trabalhador por conta de outrem,201516,DESIGN DE COMUNICAÇÃO (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,134.2
19,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Outros Vigilantes de Crianças,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhador por conta própria como empregador,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Militar,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Profissões das Forças Armadas,Trabalhador por conta de outrem,201516,IMAGEM ANIMADA (1.º ciclo),Escola Superior de Educação e Comunicação,Recusada,FASE 1,0,1 - Concurso nacional de acesso,Unknown,150.8
28,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Inteiro,Unknown,Outra situação,Outra situação,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Doméstico,Trabalhadores não qualificados,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhadores não qualificados,Reformado,201516,EDUCAÇÃO SOCIAL - Regime Pós-Laboral (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,124.3
21,Portugal,Brasil,FARO,No,No,Estudante a Tempo Inteiro,Outra situação,Trabalhador por conta de outrem,Alunos com grupo profissional para corrigir,Unknown,Ensino secundário - 12.º  ou equivalente,"Aluno, estudante",Outra situação,Outros Médicos Dentistas,Ensino superior - licenciatura,Especialistas das atividades intelectuais e científicas,Trabalhador por conta própria como empregador,201516,EDUCAÇÃO SOCIAL - Regime Pós-Laboral (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,100
31,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Inteiro,"Outros Profissionais de Nível Intermédio da Administração Pública, das Alfândegas, dos Impostos e Tr",Trabalhador por conta de outrem,Técnicos e profissões de nível intermédio,Unknown,Ensino secundário - 12.º  ou equivalente,Trabalhador por conta de outrem,Técnicos e profissões de nível intermédio,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Técnicos e profissões de nível intermédio,Reformado,201516,DESPORTO (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,130
19,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,Trabalhador por conta de outrem,Pessoal administrativo,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Operadores de instalações e máquinas e trabalhadores da montagem,Trabalhador por conta de outrem,201516,DESIGN DE COMUNICAÇÃO (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,129.8
18,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Empregado de Balcão,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Outros Bombeiros,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Trabalhador por conta de outrem,201516,IMAGEM ANIMADA (1.º ciclo),Escola Superior de Educação e Comunicação,Recebida (SAS),FASE 1,0,1 - Concurso nacional de acesso,Unknown,132.7
19,França,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Desempregado,Outra situação,Unknown,Não disponível,Desempregado,Outra situação,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Outra situação,Outra situação,201516,DESIGN DE COMUNICAÇÃO (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,140.6
18,Reino Unido,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Empregado de Mesa,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino superior - licenciatura,Trabalhador por conta própria como empregador,Não disponível,Unknown,Ensino superior - doutoramento,Não disponível,Não disponível,201516,DESPORTO (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,132
18,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Outros Trabalhadores Não Qualificados da Industria Tranformadora,Ensino secundário - 12.º  ou equivalente,Trabalhador por conta de outrem,Trabalhadores não qualificados,Outros Enceradores e Trabalhadores Similares da Construção Civil,Ensino secundário - 12.º  ou equivalente,Trabalhadores não qualificados,Trabalhador por conta própria como isolado,201516,CIÊNCIAS DA COMUNICAÇÃO (1.º ciclo),Escola Superior de Educação e Comunicação,Recebida (SAS),FASE 1,0,1 - Concurso nacional de acesso,Unknown,143.9
19,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,Trabalhador por conta de outrem,Trabalhadores não qualificados,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhadores não qualificados,Trabalhador por conta de outrem,201516,CIÊNCIAS DA COMUNICAÇÃO (1.º ciclo),Escola Superior de Educação e Comunicação,Recebida (SAS),FASE 1,0,1 - Concurso nacional de acesso,Unknown,145.3
37,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,Outra situação,Unknown,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,Reformado,Outra situação,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Outra situação,Trabalhador por conta de outrem,201516,EDUCAÇÃO SOCIAL (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,124.8
20,Portugal,Unknown,ÉVORA,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,Outra situação,Unknown,Ensino secundário - 12.º  ou equivalente,Trabalhador por conta de outrem,Pessoal administrativo,Unknown,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,Outra situação,Trabalhador por conta de outrem,201516,IMAGEM ANIMADA (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,143.1
19,Portugal,Unknown,BOLIQUEIME,No,No,Atleta Estudante,Unknown,Outra situação,Outra situação,Unknown,Ensino superior - licenciatura,Trabalhador por conta de outrem,Pessoal administrativo,Unknown,Ensino secundário - 12.º  ou equivalente,Pessoal administrativo,Trabalhador por conta de outrem,201516,DESPORTO (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,136
19,Portugal,Unknown,LOULÉ,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhador por conta própria como empregador,Outra situação,Unknown,Ensino superior - licenciatura,Outra situação,Trabalhador por conta de outrem,201516,DESPORTO (1.º ciclo),Escola Superior de Educação e Comunicação,No,Reingresso,0,14 - Reingresso,Unknown,Unknown
18,Portugal,Unknown,LOULÉ,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Escriturário do Serviço de Pessoal,Ensino secundário - 12.º  ou equivalente,Trabalhador por conta de outrem,Pessoal administrativo,Unknown,Ensino secundário - 12.º  ou equivalente,Outra situação,Trabalhador por conta de outrem,201516,CIÊNCIAS DA COMUNICAÇÃO (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,131.9
21,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Director do Controlo de Qualidade,Ensino secundário - 12.º  ou equivalente,Trabalhador por conta de outrem,"Representantes do poder legislativo e de órgãos executivos, dirigentes, directores e gestores executivos",Outros Directores de Empresas de Mediação e Prestação de Serviços,Ensino secundário - 12.º  ou equivalente,"Representantes do poder legislativo e de órgãos executivos, dirigentes, directores e gestores executivos",Trabalhador por conta de outrem,201516,IMAGEM ANIMADA (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,122.8
19,Portugal,Unknown,LOULÉ,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Escriturário do Serviço de Pessoal,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhador por conta de outrem,Pessoal administrativo,Director e Gerente - Comércio Retalhista,Ensino secundário - 12.º  ou equivalente,"Representantes do poder legislativo e de órgãos executivos, dirigentes, directores e gestores executivos",Trabalhador por conta própria como empregador,201516,EDUCAÇÃO SOCIAL (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,118.7
18,Portugal,Unknown,BOLIQUEIME,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Contínuo (Auxiliar de Apoio Administrativo),Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Não disponível,Trabalhadores não qualificados,Outros Vendedores e Demonstradores,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Não disponível,201516,DESIGN DE COMUNICAÇÃO (1.º ciclo),Escola Superior de Educação e Comunicação,Recebida (SAS),FASE 1,0,1 - Concurso nacional de acesso,Unknown,152.4
20,Portugal,Unknown,LOULÉ,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino secundário - 12.º  ou equivalente,Desempregado,Não disponível,Unknown,Ensino secundário - 12.º  ou equivalente,"Trabalhadores qualificados da indústria, construção e artífices",Trabalhador por conta de outrem,201516,IMAGEM ANIMADA (1.º ciclo),Escola Superior de Educação e Comunicação,Recebida (SAS),FASE 1,0,1 - Concurso nacional de acesso,Unknown,126.10000000000001
19,Portugal,Unknown,LOULÉ,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Escriturário do Serviço de Pessoal,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhador por conta de outrem,Pessoal administrativo,Técnico de Electromecânica,Ensino secundário - 12.º  ou equivalente,Técnicos e profissões de nível intermédio,Desempregado,201516,DESPORTO (1.º ciclo),Escola Superior de Educação e Comunicação,Recebida (SAS),FASE 1,0,1 - Concurso nacional de acesso,Unknown,124.60000000000001
19,Portugal,Unknown,LOULÉ,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Professor de Educação Especial - Área da Deficiência Auditiva,Ensino secundário - 12.º  ou equivalente,Trabalhador por conta de outrem,Técnicos e profissões de nível intermédio,Auxiliar de Biblioteca,Ensino secundário - 12.º  ou equivalente,Pessoal administrativo,Trabalhador por conta de outrem,201516,DESPORTO (1.º ciclo),Escola Superior de Educação e Comunicação,No,Reingresso,0,14 - Reingresso,Unknown,Unknown
19,Ucrânia,Unknown,LOULÉ,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Pasteleiro,Ensino secundário - 12.º  ou equivalente,Trabalhador por conta de outrem,"Trabalhadores qualificados da indústria, construção e artífices",Pasteleiro,Ensino secundário - 12.º  ou equivalente,"Trabalhadores qualificados da indústria, construção e artífices",Trabalhador por conta de outrem,201516,DESPORTO (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,136.5
20,Portugal,Unknown,LOULÉ,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,Outra situação,Escriturário do Serviço de Pessoal,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhador por conta de outrem,Pessoal administrativo,Outros Vendedores Ambulantes de Produtos Não Comestiveis,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhadores não qualificados,Trabalhador por conta de outrem,201516,EDUCAÇÃO SOCIAL (1.º ciclo),Escola Superior de Educação e Comunicação,Recusada,FASE 1,0,1 - Concurso nacional de acesso,Unknown,117.4
20,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Inteiro,Outra Profissão,"Aluno, estudante",Outra situação,Unknown,Ensino secundário - 12.º  ou equivalente,Trabalhador por conta de outrem,Outra situação,Manobrador de Carro Pesador,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhadores não qualificados,Trabalhador por conta de outrem,201516,EDUCAÇÃO SOCIAL (1.º ciclo),Escola Superior de Educação e Comunicação,Recebida (SAS),FASE 1,0,1 - Concurso nacional de acesso,Unknown,118
18,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Outra situação,Outra situação,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Outra situação,Trabalhador por conta própria como empregador,201516,EDUCAÇÃO BÁSICA (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,111.8
18,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Outra situação,Outra situação,Escriturário - Seguros,Ensino secundário - 12.º  ou equivalente,Trabalhador por conta de outrem,Pessoal administrativo,Agricultor - Floricultura (Floricultor),Ensino secundário - 12.º  ou equivalente,"Agricultores e trabalhadores qualificados da agricultura, da pesca e da floresta",Trabalhador por conta própria como isolado,201516,DESPORTO (1.º ciclo),Escola Superior de Educação e Comunicação,No,Reingresso,0,14 - Reingresso,Unknown,Unknown
19,Portugal,Unknown,FUSETA,No,Necessidade de Apoio não especificada,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Copeiro,Sabe ler sem possuir o 4.º ano de escolaridade ,Trabalhador por conta de outrem,Trabalhadores não qualificados,Unknown,Sabe ler sem possuir o 4.º ano de escolaridade ,Outra situação,Trabalhador por conta própria como empregador,201516,EDUCAÇÃO SOCIAL (1.º ciclo),Escola Superior de Educação e Comunicação,Recebida (SAS),FASE 1,0,1 - Concurso nacional de acesso,Unknown,127.2
19,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhador por conta de outrem,Outra situação,Oleiro - Artesanato,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,"Trabalhadores qualificados da indústria, construção e artífices",Não disponível,201516,IMAGEM ANIMADA (1.º ciclo),Escola Superior de Educação e Comunicação,Recusada,FASE 1,0,1 - Concurso nacional de acesso,Unknown,125.10000000000001
19,Portugal,Unknown,FUSETA,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Educador Social,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Marinheiro Pescador - Pesca do Largo,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,"Agricultores e trabalhadores qualificados da agricultura, da pesca e da floresta",Trabalhador por conta própria como isolado,201516,EDUCAÇÃO SOCIAL (1.º ciclo),Escola Superior de Educação e Comunicação,Recebida (SAS),FASE 1,0,1 - Concurso nacional de acesso,Unknown,117.4
19,Portugal,Unknown,MONCARAPACHO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino secundário - 12.º  ou equivalente,Não disponível,Outra situação,Unknown,Ensino secundário - 12.º  ou equivalente,Profissões das Forças Armadas,Trabalhador por conta de outrem,201516,DESPORTO (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,149.5
18,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Outros Canteiros e Polidores de Pedra,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhador por conta de outrem,"Trabalhadores qualificados da indústria, construção e artífices",Outros Pedreiros e Calceteiros,Ensino secundário - 12.º  ou equivalente,"Trabalhadores qualificados da indústria, construção e artífices",Trabalhador por conta própria como empregador,201516,EDUCAÇÃO SOCIAL (1.º ciclo),Escola Superior de Educação e Comunicação,Recebida (SAS),FASE 1,0,1 - Concurso nacional de acesso,Unknown,132.1
19,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Outra situação,Unknown,Ensino secundário - 12.º  ou equivalente,Trabalhador por conta de outrem,Outra situação,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Outra situação,Trabalhador por conta de outrem,201516,DESIGN DE COMUNICAÇÃO (1.º ciclo),Escola Superior de Educação e Comunicação,Recebida (SAS),FASE 1,0,1 - Concurso nacional de acesso,Unknown,136.2
