Student ID,Age,Nationality1,Nationality2,Locality,Special Need,Support,Student Type,Profession,Professional Situation,Professional Group,Mother's Profession,Mother's Habilitation,Mother's Professional Situation,Mother's Professional Group,Father's Profession,Father's Habilitation,Father's Professional Group,Father's Professional Situation,Academic Year,Course,Faculty,Scholarship,Admission,Status,DGES Info,Admission Category,Admission Grade
86d7a2a2-439d-11ef-9bb9-1f0134218f6a,19,Portugal,Unknown,VILA REAL SANTO ANTÓNIO,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ENGENHARIA CIVIL - 1º CICLO - (DIURNO),Instituto Superior de Engenharia,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,Unknown
440dc2c1-44fa-11ef-afcd-bd946a6b5b3d,23,Portugal,Unknown,VILA REAL SANTO ANTÓNIO,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ENGENHARIA CIVIL - 1º CICLO - (DIURNO),Instituto Superior de Engenharia,No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,Unknown
440dc2c2-44fa-11ef-afcd-bd946a6b5b3d,19,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ENGENHARIA CIVIL - 1º CICLO - (DIURNO),Instituto Superior de Engenharia,No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,Unknown
38e0d580-439d-11ef-9bb9-1f0134218f6a,20,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,Pessoal administrativo,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Trabalhador por conta de outrem,200506,CURSO BIETÁPICO EM ENGENHARIA CIVIL - 1º CICLO - (DIURNO),Instituto Superior de Engenharia,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,Unknown
38e123a0-439d-11ef-9bb9-1f0134218f6a,19,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Não disponível,Outra situação,Outra situação,Unknown,Não disponível,Outra situação,Outra situação,200506,CURSO BIETÁPICO EM ENGENHARIA CIVIL - 1º CICLO - (DIURNO),Instituto Superior de Engenharia,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,Unknown
86d817d1-439d-11ef-9bb9-1f0134218f6a,21,Portugal,Unknown,SANTO ESTEVÃO TVR,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ENGENHARIA CIVIL - 1º CICLO - (DIURNO),Instituto Superior de Engenharia,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,Unknown
440e10e0-44fa-11ef-afcd-bd946a6b5b3d,20,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ENGENHARIA CIVIL - 1º CICLO - (DIURNO),Instituto Superior de Engenharia,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,Unknown
9ca056d0-3dea-11ef-8a13-07a6be7df6b6,19,Portugal,Unknown,MÉRTOLA,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,Outra situação,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Reformado,Outra situação,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Outra situação,Reformado,200506,CURSO BIETÁPICO EM ENGENHARIA CIVIL - 1º CICLO - (DIURNO),Instituto Superior de Engenharia,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,126
86d83ee0-439d-11ef-9bb9-1f0134218f6a,20,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ENGENHARIA CIVIL - 1º CICLO - (DIURNO),Instituto Superior de Engenharia,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,Unknown
9ca07de0-3dea-11ef-8a13-07a6be7df6b6,18,Portugal,Unknown,SINES,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Especialistas das atividades intelectuais e científicas,Unknown,Ensino superior - licenciatura,Trabalhador por conta de outrem,Pessoal administrativo,Unknown,Ensino médio,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Reformado,200506,CURSO BIETÁPICO EM ENGENHARIA ELÉCTRICA E ELECTRÓNICA - 1º CICLO - (DIURNO),Instituto Superior de Engenharia,No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,Unknown
5b20cdb2-3535-11ef-af6f-09f1977a5dda,23,Portugal,Unknown,LOULÉ,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,Trabalhadores qualificados em electricidade e em electrónica,Unknown,Ensino secundário - 12.º  ou equivalente,Doméstico,Trabalhadores de limpeza,Unknown,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,Não sabe,Reformado,200506,CURSO BIETÁPICO EM ENGENHARIA ELÉCTRICA E ELECTRÓNICA - 1º CICLO - (DIURNO),Instituto Superior de Engenharia,No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,Unknown
a98077f0-439d-11ef-9bb9-1f0134218f6a,18,Portugal,Unknown,GUIA ABF,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ENGENHARIA ELÉCTRICA E ELECTRÓNICA - 1º CICLO - (DIURNO),Instituto Superior de Engenharia,No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,Unknown
86d92940-439d-11ef-9bb9-1f0134218f6a,19,Portugal,Unknown,LUZ TVR,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ENGENHARIA ELÉCTRICA E ELECTRÓNICA - 1º CICLO - (DIURNO),Instituto Superior de Engenharia,No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,Unknown
bab943c0-3dea-11ef-8a13-07a6be7df6b6,19,Portugal,Unknown,ALMANCIL,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Ensino secundário - 12.º  ou equivalente,Outra situação,Outra situação,Unknown,Ensino secundário - 12.º  ou equivalente,Outra situação,Outra situação,200506,CURSO BIETÁPICO EM ENGENHARIA ELÉCTRICA E ELECTRÓNICA - 1º CICLO - (DIURNO),Instituto Superior de Engenharia,No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,Unknown
86d95050-439d-11ef-9bb9-1f0134218f6a,19,Portugal,Unknown,ALBUFEIRA,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ENGENHARIA ELÉCTRICA E ELECTRÓNICA - 1º CICLO - (DIURNO),Instituto Superior de Engenharia,No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,Unknown
440ead20-44fa-11ef-afcd-bd946a6b5b3d,24,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ENGENHARIA ELÉCTRICA E ELECTRÓNICA - 1º CICLO - (DIURNO),Instituto Superior de Engenharia,No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,Unknown
ee2505a1-3dea-11ef-8a13-07a6be7df6b6,20,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ENGENHARIA ELÉCTRICA E ELECTRÓNICA - 1º CICLO - (DIURNO),Instituto Superior de Engenharia,No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,Unknown
adec6170-44f9-11ef-afcd-bd946a6b5b3d,20,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ENGENHARIA ELÉCTRICA E ELECTRÓNICA - 1º CICLO - (DIURNO),Instituto Superior de Engenharia,No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,Unknown
63dbcb50-439d-11ef-9bb9-1f0134218f6a,25,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ENGENHARIA ELÉCTRICA E ELECTRÓNICA - 1º CICLO - (DIURNO),Instituto Superior de Engenharia,No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,Unknown
86d99e70-439d-11ef-9bb9-1f0134218f6a,20,Portugal,Unknown,MONCARAPACHO,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ENGENHARIA ELÉCTRICA E ELECTRÓNICA - 1º CICLO - (DIURNO),Instituto Superior de Engenharia,No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,Unknown
ac285260-3dea-11ef-8a13-07a6be7df6b6,20,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,Operadores de instalações e máquinas e trabalhadores da montagem,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Trabalhador por conta de outrem,Trabalhadores não qualificados,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Trabalhadores não qualificados,Trabalhador por conta de outrem,200506,CURSO BIETÁPICO EM ENGENHARIA ELÉCTRICA E ELECTRÓNICA - 1º CICLO - (DIURNO),Instituto Superior de Engenharia,No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,Unknown
38e28330-439d-11ef-9bb9-1f0134218f6a,19,Portugal,Unknown,LOULÉ,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Ensino superior - licenciatura,Trabalhador por conta de outrem,Especialistas das atividades intelectuais e científicas,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Operadores de instalações e máquinas e trabalhadores da montagem,Trabalhador por conta de outrem,200506,CURSO BIETÁPICO EM ENGENHARIA ELÉCTRICA E ELECTRÓNICA - 1º CICLO - (DIURNO),Instituto Superior de Engenharia,No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,Unknown
86d99e72-439d-11ef-9bb9-1f0134218f6a,19,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ENGENHARIA ELÉCTRICA E ELECTRÓNICA - 1º CICLO - (DIURNO),Instituto Superior de Engenharia,No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,Unknown
86d9c580-439d-11ef-9bb9-1f0134218f6a,22,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ENGENHARIA ELÉCTRICA E ELECTRÓNICA - 1º CICLO - (DIURNO),Instituto Superior de Engenharia,No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,Unknown
63dbf260-439d-11ef-9bb9-1f0134218f6a,20,Portugal,Unknown,«Descrição a indicar»,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ENGENHARIA ELÉCTRICA E ELECTRÓNICA - 1º CICLO - (DIURNO),Instituto Superior de Engenharia,No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,Unknown
86d9c581-439d-11ef-9bb9-1f0134218f6a,21,Portugal,Unknown,PADERNE ABF,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ENGENHARIA MECÂNICA - 1º CICLO,Instituto Superior de Engenharia,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,Unknown
a9811430-439d-11ef-9bb9-1f0134218f6a,23,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ENGENHARIA MECÂNICA - 1º CICLO,Instituto Superior de Engenharia,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,Unknown
440f2250-44fa-11ef-afcd-bd946a6b5b3d,18,Portugal,Unknown,ESTREMOZ,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ENGENHARIA MECÂNICA - 1º CICLO,Instituto Superior de Engenharia,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,Unknown
f5be07e0-4393-11ef-9bb9-1f0134218f6a,19,Portugal,Unknown,BEJA,No,No,Estudante a Tempo Inteiro,Unknown,Outra situação,Outra situação,Unknown,Não disponível,Outra situação,Outra situação,Unknown,Não disponível,Outra situação,Outra situação,200506,CURSO BIETÁPICO EM ENGENHARIA MECÂNICA - 1º CICLO,Instituto Superior de Engenharia,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,Unknown
0b49d810-439d-11ef-9bb9-1f0134218f6a,19,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhador por conta de outrem,Outra situação,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Pessoal administrativo,Reformado,200506,CURSO BIETÁPICO EM ENGENHARIA MECÂNICA - 1º CICLO,Instituto Superior de Engenharia,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,Unknown
86d9ec91-439d-11ef-9bb9-1f0134218f6a,21,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ENGENHARIA MECÂNICA - 1º CICLO,Instituto Superior de Engenharia,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,Unknown
38e2aa40-439d-11ef-9bb9-1f0134218f6a,22,Portugal,Unknown,ALVOR,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ENGENHARIA MECÂNICA - 1º CICLO,Instituto Superior de Engenharia,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,Unknown
63dc4080-439d-11ef-9bb9-1f0134218f6a,21,Portugal,Unknown,TAVIRA,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ENGENHARIA CIVIL - 1º CICLO - (NOCTURNO),Instituto Superior de Engenharia,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,Unknown
aded4bd0-44f9-11ef-afcd-bd946a6b5b3d,35,Brasil,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ENGENHARIA CIVIL - 1º CICLO - (NOCTURNO),Instituto Superior de Engenharia,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,Unknown
440f9782-44fa-11ef-afcd-bd946a6b5b3d,20,Portugal,Unknown,LOULÉ,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ENGENHARIA CIVIL - 1º CICLO - (DIURNO),Instituto Superior de Engenharia,No,Transferência,0,Unknown,Unknown,Unknown
f5be2ef0-4393-11ef-9bb9-1f0134218f6a,21,Portugal,Unknown,ALJEZUR,No,No,Estudante a Tempo Inteiro,Fiel de Armazém,"Aluno, estudante",Pessoal administrativo,Unknown,Pós-secundário curso especialização tecnológica,Não disponível,Outra situação,Unknown,Pós-secundário curso especialização tecnológica,Outra situação,Trabalhador por conta de outrem,200506,CURSO BIETÁPICO EM GESTÃO - 1º CICLO - (NOCTURNO),"Escola Superior de Gestão, Hotelaria e Turismo",No,Transferência,1,Unknown,Unknown,Unknown
adee3632-44f9-11ef-afcd-bd946a6b5b3d,20,Portugal,Unknown,REGUENGOS DE MONSARAZ,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM TURISMO - 1º CICLO,"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,Unknown
4410f710-44fa-11ef-afcd-bd946a6b5b3d,20,Portugal,Unknown,SOURE,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM TURISMO - 1º CICLO,"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,Unknown
9ca0f310-3dea-11ef-8a13-07a6be7df6b6,23,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Ensino secundário - 12.º  ou equivalente,Trabalhador por conta de outrem,Pessoal administrativo,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Não disponível,Reformado,200506,CURSO BIETÁPICO EM TURISMO - 1º CICLO,"Escola Superior de Gestão, Hotelaria e Turismo",No,Transferência,1,Unknown,Unknown,Unknown
86daafe0-439d-11ef-9bb9-1f0134218f6a,22,Portugal,Unknown,PORTIMÃO,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta própria como isolado,"Trabalhadores dos serviços pessoais, de proteção e segurança e vendedores",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM TURISMO - 1º CICLO,"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,Unknown
a981fe91-439d-11ef-9bb9-1f0134218f6a,22,Portugal,Unknown,PORTIMÃO,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM TURISMO - 1º CICLO,"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,Unknown
86daafe1-439d-11ef-9bb9-1f0134218f6a,23,Portugal,Unknown,PORTIMÃO,No,No,Dirigente Associativo,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM TURISMO - 1º CICLO,"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,Unknown
44120880-44fa-11ef-afcd-bd946a6b5b3d,31,Portugal,Unknown,PORTIMÃO,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM GESTÃO - 1º CICLO - (NOCTURNO),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,Unknown
a98225a0-439d-11ef-9bb9-1f0134218f6a,20,Portugal,Unknown,LAGOS,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM GESTÃO - 1º CICLO - (NOCTURNO),"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,1,1 - Concurso nacional de acesso,Unknown,Unknown
adef6eb0-44f9-11ef-afcd-bd946a6b5b3d,19,Portugal,Unknown,PORTIMÃO,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ANÁLISES CLÍNICAS E SAÚDE PÚBLICA - 1º CICLO,Escola Superior de Saúde,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,Unknown
adef6eb4-44f9-11ef-afcd-bd946a6b5b3d,19,Portugal,Unknown,LOULÉ,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ANÁLISES CLÍNICAS E SAÚDE PÚBLICA - 1º CICLO,Escola Superior de Saúde,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,Unknown
adef95c1-44f9-11ef-afcd-bd946a6b5b3d,18,Portugal,Unknown,LOULÉ,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM ANÁLISES CLÍNICAS E SAÚDE PÚBLICA - 1º CICLO,Escola Superior de Saúde,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,Unknown
a9824cb2-439d-11ef-9bb9-1f0134218f6a,19,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO DE TERAPÊUTICA DA FALA - 1º CICLO,Escola Superior de Saúde,No,Mudança de Curso,0,12 - Mudança de curso,Unknown,Unknown
86dafe03-439d-11ef-9bb9-1f0134218f6a,18,Portugal,Unknown,LOULÉ,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM FARMÁCIA - 1º CICLO,Escola Superior de Saúde,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,Unknown
adf08020-44f9-11ef-afcd-bd946a6b5b3d,19,Portugal,Unknown,FUSETA,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM FARMÁCIA - 1º CICLO,Escola Superior de Saúde,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,Unknown
a98273c0-439d-11ef-9bb9-1f0134218f6a,20,Portugal,Unknown,QUARTEIRA,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM FARMÁCIA - 1º CICLO,Escola Superior de Saúde,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,Unknown
86db2511-439d-11ef-9bb9-1f0134218f6a,19,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CIÊNCIAS FARMACÊUTICAS,Faculdade de Ciências e Tecnologia,No,INGRESSO,0,3 - Concurso institucional,Unknown,Unknown
adf0ce40-44f9-11ef-afcd-bd946a6b5b3d,19,Portugal,Unknown,FERREIRA-A-NOVA,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM RADIOLOGIA - 1º CICLO,Escola Superior de Saúde,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,Unknown
44164e40-44fa-11ef-afcd-bd946a6b5b3d,47,Portugal,Unknown,ALBUFEIRA,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,PSICOLOGIA,Faculdade de Ciências Humanas e Sociais,No,INGRESSO,1,3 - Concurso institucional,Unknown,Unknown
44167551-44fa-11ef-afcd-bd946a6b5b3d,29,Portugal,Unknown,FARO,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,PSICOLOGIA,Faculdade de Ciências Humanas e Sociais,No,INGRESSO,1,3 - Concurso institucional,Unknown,Unknown
44167552-44fa-11ef-afcd-bd946a6b5b3d,29,Portugal,Unknown,FARO,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,PSICOLOGIA,Faculdade de Ciências Humanas e Sociais,No,INGRESSO,1,3 - Concurso institucional,Unknown,Unknown
44169c60-44fa-11ef-afcd-bd946a6b5b3d,30,Portugal,Unknown,FARO,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,PSICOLOGIA,Faculdade de Ciências Humanas e Sociais,No,INGRESSO,1,3 - Concurso institucional,Unknown,Unknown
44169c62-44fa-11ef-afcd-bd946a6b5b3d,22,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM CIÊNCIAS DA COMUNICAÇÃO - 1º CICLO,Escola Superior de Educação e Comunicação,No,Mudança de Curso,1,12 - Mudança de curso,Unknown,Unknown
4416ea80-44fa-11ef-afcd-bd946a6b5b3d,30,Portugal,Unknown,LOULÉ,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,PSICOLOGIA,Faculdade de Ciências Humanas e Sociais,No,INGRESSO,1,3 - Concurso institucional,Unknown,Unknown
a982e8f0-439d-11ef-9bb9-1f0134218f6a,26,Cabo Verde,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200506,CURSO BIETÁPICO EM TURISMO - 1º CICLO,"Escola Superior de Gestão, Hotelaria e Turismo",No,Bolseiros PALOP,1,11 - Regimes especiais,Unknown,Unknown
